District name,priority_score,deceased,active,recovered
Adilabad,0.6871921662595584,0,0,1.0
Angul,3890.039270203925,23,79,0.9751909338085172
Anjaw,0.8629021276910582,0,0,1.0
Ayodhya,3374.090710445382,95,22,0.977840828766155
Bagalkote,6252.125636814064,131,20,0.9577594907993412
Bageshwar,0.7678982915833428,0,0,1.0
Balasore,4917.755138406832,73,61,0.9682735901473881
Balrampur,0.6825414364282081,0,0,1.0
Banaskantha,1310.4198678183318,29,9,0.9912119488563698
Bandipora,1928.2183293719775,46,7,0.9874540953370397
Barabanki,3347.41699599179,79,21,0.9778079516574995
Baramulla,2902.7734182462364,145,87,0.9851329714659574
Barnala,987.0732513845697,52,4,0.9938092404401587
Beed,6652.821006457533,415,79,0.9590877259890256
Belagavi,11772.986504303972,334,41,0.921588095856498
Bengaluru Rural,7743.943384334233,127,80,0.9577463399558789
Bhopal,11834.521046797696,481,220,0.9249579994936925
Bijapur,1621.923990979407,15,18,0.989035484263372
Bijapur,1621.9722926067209,15,18,0.989035484263372
Bikaner,6669.457303140359,140,222,0.9572959235672978
Bilaspur,0.6812820345037338,0,0,1.0
Bilaspur,0.6907734859973463,0,0,1.0
Bishnupur,0.775944104820268,0,0,1.0
Boudh,1234.2867256465124,9,18,0.9920503151270864
Budgam,2868.3210619839824,94,26,0.9814277213204762
Buldhana,5046.364714889767,169,67,0.9726528210203081
Central Delhi,0.6934714165297586,0,0,1.0
Chamarajanagara,2854.505830269659,113,25,0.981503338670384
Champawat,0.7363840151728763,0,0,1.0
Champhai,13.155703554188346,0,0,0.9999145195174955
Chandel,0.7592499868753481,0,0,1.0
Chandrapur,7849.519441317684,243,170,0.9606329500958368
Changlang,0.7482879630662211,0,0,1.0
Chatra,622.7095217835076,10,2,0.9959035122615176
Chikkamagaluru,5910.237733356713,136,43,0.9612313134733679
Chittorgarh,1094.697377309793,30,17,0.9930859440497365
Churachandpur,0.7721048795880564,0,0,1.0
Dadra and Nagar Haveli,753.6562395882282,1,0,0.9948810341823299
Dahod,921.7795809476806,6,4,0.9946081541804888
Daman,647.4985396986266,1,2,0.9956635093683321
Dang,0.7128929270285228,0,0,1.0
Darjeeling,5534.230367109132,140,133,0.966935491825107
Deogarh,506.52654351084595,2,9,0.9967747556408899
Dholpur,1581.8789376456991,29,4,0.9894530235432976
Dima Hasao,0.7268335998130797,0,0,1.0
Diu,149.45281415062823,0,0,0.9989840973425433
East Champaran,0.6800811260143663,0,0,1.0
East Delhi,0.6863563114194011,0,0,1.0
East Garo Hills,97.40288315073488,1,2,0.9995232819244945
East Kameng,0.7925805518348171,0,0,1.0
East Siang,0.7509394856974067,0,0,1.0
East Sikkim,0.7100627971231356,0,0,1.0
East Singhbhum,7757.114179294742,333,22,0.9519238040129798
Faridabad,12190.468625380823,248,296,0.9210489112745469
Faridkot,1544.3010367603836,58,5,0.9898968645101475
Fatehgarh Sahib,1033.280825756234,100,1,0.9933358100755187
Ferozepur,2007.1791145936277,125,5,0.9868031285856597
Gautam Buddha Nagar,8579.577470472252,68,173,0.9451511196299353
Ghaziabad,8922.918646280514,84,155,0.9421099870792963
Gondia,4742.077901719633,112,83,0.9703810128122092
Hailakandi,0.72440557948022,0,0,1.0
Hamirpur,0.6860558360010863,0,0,1.0
Hamirpur,0.6964243311927755,0,0,1.0
Harda,688.475612540784,24,11,0.9955780288858277
Haridwar,0.6846831798280097,0,0,1.0
Hathras,538.3897128242965,7,3,0.9964131074456788
Hingoli,1741.9797294325174,74,15,0.9899593310165931
Hisar,4845.318798816422,135,192,0.9716073289650615
Imphal East,0.7562566460183607,0,0,1.0
Imphal West,0.8588696969596223,0,0,1.0
Jagatsinghpur,3629.4944605728833,22,68,0.977396987799305
Jajpur,5189.647294733298,20,41,0.9655579409724391
Jalore,0.6821807128091797,0,0,1.0
Jammu,8419.4397038624,258,108,0.9451083793886831
Jamtara,0.7085618069439539,0,0,1.0
Janjgir Champa,5328.5382512918795,109,152,0.967090014235788
Jhunjhunu,0.6810556591525769,0,0,1.0
Kaimur,0.6854301097894515,0,0,1.0
Kalaburagi,9401.696668089164,312,44,0.9378195243997461
Kamrup Metropolitan,0.8144549978152913,0,0,1.0
Kanyakumari,7119.463806418971,244,44,0.9527227177533099
Karaikal,1639.109462906773,55,11,0.9895056269171464
Karbi Anglong,0.7028996606632105,0,0,1.0
Karimnagar,0.6905636326123057,0,0,1.0
Kasaragod,8946.252761754748,70,143,0.9458645528877608
Khandwa,865.5874508315401,48,5,0.9943221233351854
Khargone,1852.4015121157097,64,7,0.9876940982302252
Khunti,0.7043919004501922,0,0,1.0
Kiphire,11.815097012229234,0,0,0.9999506843370166
Koderma,0.694839684547733,0,0,1.0
Kohima,1283.7986534277945,6,4,0.9921029185009353
Kolasib,121.27886400965659,0,0,0.9991945108379389
Kurung Kumey,0.7898004326036232,0,0,1.0
Kutch,0.6831401448384327,0,0,1.0
Lahaul and Spiti,0.8537017662789379,0,0,1.0
Lakhimpur Kheri,3297.3991357679597,73,17,0.9795471507053783
Lakshadweep,0.7537930457086343,0,0,1.0
Latehar,0.7089782181708011,0,0,1.0
Lawngtlai,48.41574044783706,0,2,0.9997205445764278
Leh,2101.5554919806737,37,16,0.9871417628048119
Lohardaga,0.7222661741975767,0,0,1.0
Lohit,0.7463053033997487,0,0,1.0
Longleng,9.436628294630312,0,1,0.99997041060221
Lower Dibang Valley,0.8190711224073804,0,0,1.0
Lower Subansiri,0.7819649833830031,0,0,1.0
Mahabubnagar,0.6839731467206289,0,0,1.0
Maharajganj,2601.1206536304144,87,22,0.9829137666317074
Mahe,460.9226707483552,7,11,0.9973533927532278
Malda,4697.251246892862,85,63,0.9712917087219681
Mamit,28.962248472548275,0,0,0.99982246361326
Mansa,917.5379906070682,36,8,0.9940360924898821
Medak,0.6915144955123805,0,0,1.0
Meerut,6540.602771282898,327,117,0.9606362378067024
Mehsana,0.6827594480383341,0,0,1.0
Moga,1176.6122338585715,80,3,0.9922278515138264
Mokokchung,54.58795084830657,1,0,0.9996843797569066
Mon,236.95738479855308,2,1,0.9985928597495421
Mumbai Suburban,0.6789180296751707,0,0,1.0
Narayanpur,847.9943150926081,2,1,0.994769252012901
Narsinghpur,1444.7335652752993,27,9,0.9902223478858375
Nicobars,0.8621379754093934,0,0,1.0
Nilgiris,3173.190075304752,40,45,0.979136186847184
North and Middle Andaman,0.7353082700979369,0,0,1.0
North Delhi,0.6921437764927918,0,0,1.0
North East Delhi,0.6846701366624454,0,0,1.0
North Goa,0.7145802520870366,0,0,1.0
North Sikkim,0.8537017662789379,0,0,1.0
North West Delhi,0.6835782974664334,0,0,1.0
Nuh,612.2122415718457,26,3,0.9959561156353666
Pakur,0.7058929497191211,0,0,1.0
Palwal,1609.5402394499413,21,12,0.9893215151086753
Panchmahal,0.6804628838799113,0,0,1.0
Papum Pare,0.7713371074976445,0,0,1.0
Pathanamthitta,7304.626860178151,12,160,0.9580981250184933
Pauri Garhwal,0.6909498409981051,0,0,1.0
Pauri Garhwal,0.7027623777541149,0,0,1.0
Peren,0.8633095283882835,0,0,1.0
Porbandar,0.7052627112739595,0,0,1.0
Pratapgarh,2119.5915481546754,55,11,0.9864612066556419
Pratapgarh,2119.5966007548195,55,11,0.9864612066556419
Prayagraj,11398.264072113534,325,76,0.9256089662450725
Purba Bardhaman,3750.9344283126225,74,68,0.978225490937425
Purulia,2497.8551327435657,28,53,0.9846562533904518
Raigarh,6423.394782257533,146,264,0.9630461298711546
Raigarh,6423.309729188958,146,264,0.9630461298711546
Ramgarh,0.6975436354080153,0,0,1.0
Ranga Reddy,0.6796043793439056,0,0,1.0
Ribhoi,0.7381781865749354,0,0,1.0
Rupnagar,1181.88450166792,114,4,0.9928032009152987
S.A.S. Nagar,5910.212091556261,238,32,0.9617080315488735
Sabarkantha,0.680486604042826,0,0,1.0
Saiha,16.102276958844204,0,0,0.9998980809631678
Samba,1037.093033474837,25,2,0.9938223912836209
Saraikela-Kharsawan,0.694016019920939,0,0,1.0
Senapati,0.7352262494769597,0,0,1.0
Serchhip,0.8623933024538624,0,0,1.0
Shahid Bhagat Singh Nagar,905.1461215531959,63,3,0.9940886958637309
