District name,priority_score,deceased,active,recovered
East Godavari,118933.62570096487,620,341,0.6533596789734958
Faridabad,28682.06054680691,262,570,0.9196671423518362
Gurugram,35460.410876158625,228,697,0.9088879944381426
Kolkata,89070.15461030169,2336,861,0.7586263675948626
Nagpur,107155.18976636356,2830,300,0.6918596850720236
Nashik,98461.64696624115,1616,343,0.714408991669411
North 24 Parganas,83870.05891427452,1697,852,0.771600985522095
Ahmedabad,44106.39416531868,1921,183,0.8810268701135546
Ahmednagar,57896.2627808053,901,122,0.8392397575225341
Anantapur,65662.1809363401,573,84,0.8043714247380682
Chittoor,80871.2261673758,796,105,0.7610291875541244
Guntur,69712.24985934766,632,116,0.7977087830997597
Jalgaon,53985.0732451012,1364,34,0.8437313232585654
Khordha,49979.19816690281,261,92,0.8521930306024126
Kolhapur,47605.11632210695,1660,54,0.8610572407820752
Krishna,41879.16155259122,594,75,0.8840700354934319
Kurnool,59758.077552094095,482,36,0.8201361191408394
Ludhiana,20891.206783165726,850,96,0.9407192603705465
Mysuru,48850.20462740583,974,95,0.8572731042726286
Prakasam,60554.142167352045,574,66,0.8198738824447778
Raipur,42583.24124398436,623,112,0.8948705282544793
S.P.S. Nellore,60440.163704099476,488,76,0.8192365862880701
Sangli,47571.06462980427,1684,30,0.8661708563552758
Satara,49296.21970624877,1511,102,0.8667410687060144
Solapur,45508.25632167672,1536,119,0.8736781440960152
Srikakulam,44728.101244703765,344,47,0.8673234781123836
Thiruvallur,39030.29509065904,635,137,0.8860825496725091
Visakhapatnam,56817.09047531282,518,42,0.8331564760266872
Vizianagaram,39980.13139823023,230,61,0.8798742483564468
West Godavari,88919.52339585638,507,243,0.7376596289655677
Y.S.R. Kadapa,53214.21539642903,444,100,0.8418468781636113
Akola,4249.126572641652,288,19,0.9751484991523046
Alirajpur,0.7162519116808959,0,0,1.0
Almora,975.1963006560643,11,32,0.9945479161330455
Ambala,4478.9842429128685,114,25,0.972693841706612
Ambedkar Nagar,846.3090203535893,34,1,0.9950022564552917
Amravati,8451.830247353746,351,33,0.9514496200617171
Amreli,1422.7149280907024,25,15,0.9924164806615683
Amritsar,5881.95513107531,464,11,0.965460987717565
Anand,742.8127270841458,16,4,0.9955480746947687
Araria,3228.0526907466656,18,5,0.9803505433788283
Auraiya,1412.974782129257,39,9,0.9917974800883067
Bahraich,1828.9697461079897,68,5,0.9890470440435679
Baksa,0.7293080353132144,0,0,1.0
Balaghat,0.7357216292625884,0,0,1.0
Balangir,3558.6403553389323,33,46,0.9793442862892898
Balasore,5290.2597772882145,77,107,0.9687176015709807
Ballari,18326.653917502634,556,37,0.888454876992694
Banda,0.7407882517024097,0,0,1.0
Banka,1503.8463302469286,16,8,0.9908827009159988
Banswara,750.1319235717705,26,4,0.9956608974593533
Baran,760.3260240494595,26,10,0.9956090599729225
Bareilly,0.7583284559752071,0,0,1.0
Bargarh,4461.0613159143195,26,39,0.973745837754766
Barpeta,0.7330274024000742,0,0,1.0
Barwani,0.7359063090648663,0,0,1.0
Bastar,3243.6815299701852,69,31,0.9802621147255053
Basti,0.7612345576741069,0,0,1.0
Bathinda,3640.744782063599,155,40,0.9789173893422128
Beed,7116.437917468836,439,73,0.9603168795052874
Begusarai,3405.6141391858414,32,68,0.9789783746203666
Belagavi,12141.726607596851,338,34,0.9262566016563601
Bengaluru Rural,8128.7684989077725,131,93,0.9584751241050411
Betul,0.7379661356941947,0,0,1.0
Bhadohi,0.7157467327971481,0,0,1.0
Bhadrak,3383.1165281770523,25,22,0.9794815031651359
Bhagalpur,4172.817457993765,69,12,0.9746514691353507
Bhandara,4632.587580336526,209,25,0.9751972873748277
Bharuch,1470.7893746779537,17,6,0.9911083464451681
Bhavnagar,2372.2727027942497,67,8,0.9855800309805213
Bhind,0.716410994693811,0,0,1.0
Bhiwani,2112.9098759355284,69,59,0.9882572846914754
Bhojpur,2275.069673904806,38,2,0.9861075536365521
Bidar,3369.4945178966295,165,3,0.9794876016929513
Bijnor,0.7473613337386376,0,0,1.0
Bokaro,2742.116293506006,47,19,0.9834150536060595
Budaun,0.7403446944468876,0,0,1.0
Bundi,749.1531785714055,9,15,0.9957249320014149
Buxar,1822.6241880160628,15,3,0.9887939551392294
Cachar,0.7330398372915699,0,0,1.0
Chamba,666.598066971749,19,22,0.9965329869369535
Chamoli,1013.6396108133123,4,57,0.9947095271201531
Chandauli,0.7523132352519017,0,0,1.0
Chandigarh,7411.571137650313,237,115,0.9569748862624562
Chandrapur,8542.922260741609,268,112,0.9579018624903948
Chhatarpur,0.7225143015303788,0,0,1.0
Chhindwara,0.7563152821953985,0,0,1.0
Dakshin Bastar Dantewada,2393.2156086048544,12,30,0.9854489126324906
Dakshin Dinajpur,3557.264839468054,54,78,0.9791003451766743
Damoh,0.7295788238842567,0,0,1.0
Darbhanga,1767.2522645575796,31,3,0.9894861380462756
Darjeeling,6179.675250598578,151,141,0.9652170466049496
Darrang,0.7286463772834316,0,0,1.0
Dausa,891.0710953851104,15,15,0.9951333748033224
Dehradun,0.7883858498571132,0,0,1.0
Deoria,0.7625369040194317,0,0,1.0
Dewas,0.7194798887603491,0,0,1.0
Dhamtari,2469.544027479357,74,31,0.9849732274628905
Dhanbad,3221.285036620935,84,24,0.9808018344371668
Dhar,0.7563675120683809,0,0,1.0
Dharmapuri,2813.0750202391228,50,18,0.9831436691182749
Dharwad,10235.84559970754,579,33,0.9383743764255309
Dhenkanal,2597.8227670995293,20,30,0.9843359313061827
