District name,priority_score,deceased,active,recovered
Bengaluru Urban,382209.95863810554,4266,586,0.0
Chennai,221937.5725676081,3944,350,0.41664360030610414
Thane,249883.73124928173,5481,447,0.3656913666682948
Alappuzha,53530.24628111977,219,465,0.8651920478043539
Ernakulam,76116.54284326397,279,826,0.8159304427113014
Indore,51171.69837497007,834,405,0.8747740853509615
Kollam,54169.7349033113,203,409,0.8612707665087299
Kottayam,44832.27816846325,132,578,0.8949530803089264
Kozhikode,79655.09538585585,261,777,0.7990811447427694
Malappuram,84585.99957791225,301,657,0.7860581489381333
Palakkad,44760.56140058678,112,390,0.8927142864896256
Pathanamthitta,25686.424423671302,42,375,0.9414657179608252
Patna,46361.64822380377,356,290,0.8803887088808202
Thiruvananthapuram,78117.3148434748,611,363,0.798733792489593
Thrissur,68927.99044545251,303,656,0.8302641505337827
Ahmedabad,55370.99679649298,2205,220,0.863865053649641
Ahmednagar,67513.96054946176,1016,212,0.8256400236633723
Akola,10187.226588627242,342,50,0.9745238831810954
Ambala,11222.11332093729,140,25,0.9706948673277214
Amravati,19299.23565006158,376,52,0.9498265952423596
Amritsar,14184.181281564617,535,40,0.9649988331135245
Ballari,38633.10878602468,592,24,0.8973872597706389
Beed,16662.13144197731,514,29,0.9571481294538429
Belagavi,26056.1314408252,342,29,0.9308144867599091
Bhandara,12248.353447400137,260,78,0.9693977237572659
Bhopal,37074.77479695524,553,171,0.9075527405550038
Bikaner,18910.045361515273,165,10,0.9493951186153671
Buldhana,13099.385160118582,214,85,0.9675388464648768
Chandigarh,19044.294547685793,306,65,0.950491449164455
Chandrapur,22661.471244212324,370,104,0.9420274516827588
Darjeeling,17154.33079151836,195,73,0.955457500909086
Dehradun,25367.90165775772,789,199,0.9387520284828847
Dhamtari,7302.262834140438,100,58,0.9819675334190859
Dharwad,21699.11332175919,606,25,0.9430450852369865
Dhule,15416.095199625566,343,21,0.9598129725211804
Durg,21437.543734774685,543,120,0.9483476344768821
Faridabad,44832.44405650902,393,98,0.881352068645489
Gwalior,15553.20393495456,191,45,0.9594683339574819
Idukki,14774.774801853986,15,171,0.9686324633244867
Jabalpur,15033.140505609414,234,31,0.9610612696810329
Jalna,12523.036300949629,332,8,0.9675307053964429
Jalpaiguri,13872.163158678914,152,36,0.9639947680066865
Jammu,22757.43952981443,342,97,0.9413680251396194
Janjgir Champa,17808.430466213198,196,95,0.9526379775415059
Kalaburagi,20865.226585571385,321,50,0.9448605434977286
Kasaragod,23387.53920487146,82,119,0.9412106311498988
Koppal,13809.027239268376,279,6,0.9635198723480469
Korba,15360.339854861573,101,75,0.9588903180986806
Kota,17582.40328396931,162,89,0.9545022822128509
Latur,22906.226587307607,674,50,0.9409066979283695
Mahasamund,7338.312671940536,107,69,0.9818155668083213
Muzaffarpur,11224.135974471681,45,30,0.9702009758427362
Mysuru,51732.29907282194,1006,66,0.8633901579910014
Nainital,10252.566390061585,192,125,0.9759702796728376
Nanded,20917.21752762901,642,48,0.9462336703735665
Osmanabad,16648.081606890868,532,18,0.9572213990697472
Parbhani,7462.0634855707585,276,14,0.981099152786145
Puducherry,30249.09066609438,511,20,0.9197182104846107
Purba Bardhaman,11830.44405894108,92,98,0.9695931093996776
Raichur,14096.063484748614,158,14,0.9625076661727752
Raigarh,20363.475773164526,265,105,0.9469473707062648
Raigarh,20363.47577280087,265,105,0.9469473707062648
Raipur,50615.74308194708,697,164,0.8836125719806134
Rajnandgaon,17341.32626352334,161,72,0.9568469099217914
S.P.S. Nellore,61911.07253795279,504,16,0.8349072732305388
Shivamogga,21864.13597200116,348,30,0.9421007212986632
South 24 Parganas,35168.584507214226,644,129,0.9095744392160694
