District name,priority_score,deceased,active,recovered
Agra,4943.726064402292,170,17,0.9737159645349143
Ajmer,7983.741288900184,220,40,0.9577724148785478
Aligarh,5377.862602524532,55,1,0.9709721420701957
Almora,1489.6871294553482,26,13,0.9925685955616179
Amreli,1821.486223250867,33,2,0.990213000367242
Anand,1116.2449231645248,17,10,0.9940506793977231
Azamgarh,2865.290632422783,95,3,0.984785688054142
Bahraich,1948.208818720772,74,5,0.9896463984051204
Balaghat,1468.6337186014327,14,6,0.9921305283038665
Balangir,4116.547855398354,41,18,0.9777451340433345
Ballia,3738.371722401511,106,11,0.9801243376527989
Banda,1804.7674543624664,41,7,0.9903835055873249
Banka,0.7505020437963108,0,0,1.0
Bankura,5496.495376628469,91,15,0.9707963905356487
Banswara,1048.860141406021,34,9,0.994630397146005
Baran,1214.7427421669006,33,9,0.9938985362782645
Bareilly,6815.155010168372,163,29,0.9640627459209905
Bargarh,4896.856111953322,40,17,0.9735952993022402
Barpeta,0.7604861052587947,0,0,1.0
Barwani,1330.4540972609573,25,6,0.9930250249199937
Basti,2414.4068101867747,97,2,0.9871255443051257
Begusarai,0.762000881471962,0,0,1.0
Betul,1581.4809323915572,71,11,0.9918655894234301
Bhagalpur,0.7749247041111942,0,0,1.0
Bharatpur,4304.457391271137,120,4,0.9767562037668538
Bhilwara,4721.434291115253,39,34,0.9753134672892293
Bhojpur,0.7590017290129196,0,0,1.0
Bidar,3486.85363754047,171,6,0.9814359162688212
Bijnor,2069.185600880943,62,12,0.989147998531032
Birbhum,4662.149658685492,87,29,0.9752111641571796
Budaun,1886.5289137920495,45,9,0.9900949582918
Bulandshahr,2929.843304803713,92,6,0.9843528671108546
Chamba,1387.8616454253342,50,7,0.9926656523792036
Chandauli,2279.0860768136113,59,5,0.9879387230470594
Chhindwara,1304.1794300075917,43,7,0.9931535596243639
Chikkaballapura,6292.585416997285,117,20,0.9661927495934106
Chitradurga,6876.355255804959,68,4,0.9629295419967473
Churu,0.7977112383901004,0,0,1.0
Cooch Behar,5608.3208011506385,72,9,0.9698336918314884
Cuddalore,11845.117091555247,283,11,0.9360893971984681
Cuttack,13781.060362225437,144,12,0.925174439955931
Darbhanga,0.7764747302218115,0,0,1.0
Dausa,0.7625582690111559,0,0,1.0
Davanagere,10560.884258589105,264,13,0.9429673154608887
Deoria,3218.1492529927928,95,5,0.9828681601175174
Dhar,1881.2897482078952,58,12,0.9900293793609989
Dindigul,5275.114676920875,197,12,0.9718535229001626
Dungarpur,0.7747321239471062,0,0,1.0
Erode,6650.693267847778,145,28,0.9646319710403441
Etah,1204.6916247000768,27,4,0.9936493363412203
Farrukhabad,2222.1707396246748,84,4,0.9882298934998164
Fatehpur,1815.7605680261117,66,1,0.990506793977231
Firozabad,1836.8082253472187,68,2,0.9901998845810818
Gadag,0.777365434126142,0,0,1.0
Gadchiroli,4131.375248342252,92,18,0.9781202455275169
Ganganagar,0.7718510365337226,0,0,1.0
Gaya,0.7668225075627378,0,0,1.0
Ghazipur,2474.6485137526042,87,7,0.986852735952993
Gonda,2406.738793402303,68,1,0.9870809506321809
Gopalganj,0.7793059025489439,0,0,1.0
Gorakhpur,10126.244342602717,347,24,0.9460862494097896
Hanumangarh,0.7632738303920534,0,0,1.0
Hardoi,2798.342446241389,107,5,0.9852394942552857
Haveri,0.8183759421186281,0,0,1.0
Jaipur,0.8083145407080234,0,0,1.0
Jalaun,0.7645930386268378,0,0,1.0
Jammu,0.7880949232626183,0,0,1.0
Jashpur,1693.8579794575382,27,32,0.9914091600650543
Jaunpur,0.8116834621979063,0,0,1.0
Jhabua,1165.5001136803257,27,11,0.9939483762656733
