District name,priority_score,deceased,active,recovered
Agra,4977.629019631076,171,8,0.973641972081351
Ajmer,8048.452767895153,221,17,0.9577377529147278
Aligarh,5398.643650057846,55,1,0.9709050033983374
Almora,1531.3673536757863,26,1,0.9924609191195692
Amreli,1833.9275651820465,33,2,0.9902075599937261
Anand,1138.6376047394122,17,9,0.9939405029539394
Azamgarh,2877.862954325574,95,1,0.9848042034819888
Bahraich,1958.1344094195254,74,2,0.9896507554765515
Balaghat,0.7600598196424908,0,0,1.0
Ballia,3764.004455780046,106,3,0.9801223401474356
Banda,1821.9501915653955,42,1,0.9903382652794479
Banka,0.747891942997585,0,0,1.0
Bankura,5554.058453704763,91,21,0.970661891566895
Banswara,1061.466355386902,34,6,0.9945051497882574
Baran,1233.103908217327,33,11,0.9936869346996392
Bareilly,6875.551269329681,165,23,0.9638809013436503
Barpeta,0.756117192112459,0,0,1.0
Barwani,0.759959401762298,0,0,1.0
Basti,0.7852591591530235,0,0,1.0
Begusarai,0.760208209889692,0,0,1.0
Betul,0.7615553123644753,0,0,1.0
Bhagalpur,0.7721364321196726,0,0,1.0
Bharatpur,4329.330621868547,120,1,0.9767919694672452
Bhavnagar,2837.5430359683787,68,8,0.9848852407591363
Bhilwara,4782.979262680342,39,18,0.9748758299785644
Bhojpur,0.7567563149148321,0,0,1.0
Bidar,3508.4064032166407,172,5,0.9814529199560831
Bijnor,0.7728326448758679,0,0,1.0
Birbhum,4705.299713564737,88,7,0.975090186647148
Budaun,0.7652071219581891,0,0,1.0
Bulandshahr,0.7969591314927358,0,0,1.0
Chamba,1399.5218231158083,50,4,0.9926412924138652
Chandauli,0.7774082069647023,0,0,1.0
Chhindwara,0.7823024711044231,0,0,1.0
Chikkaballapura,6346.66813048734,117,9,0.9661185758352068
Chitradurga,6919.681908314589,68,14,0.9628666283264495
Churu,0.7959433559923497,0,0,1.0
Cooch Behar,5633.596348812197,72,1,0.9698227636325613
Cuddalore,11895.088557079016,283,6,0.9361295550792074
Cuttack,0.7927685394300026,0,0,1.0
Darbhanga,0.7750740588977549,0,0,1.0
Dausa,0.7605954266861992,0,0,1.0
Davanagere,10616.258806636806,264,4,0.943072619856747
Deoria,0.7884045954355573,0,0,1.0
Dhar,0.7821651339626943,0,0,1.0
Dindigul,5309.495744020498,198,9,0.9718042557641031
Dungarpur,0.7717235899647221,0,0,1.0
Erode,6710.613828344537,146,25,0.9643645109008209
Etah,0.74909746967896,0,0,1.0
Farrukhabad,0.7596262194532011,0,0,1.0
Fatehpur,0.7660885025007699,0,0,1.0
Firozabad,0.7754072310819263,0,0,1.0
Gadchiroli,4167.248308494657,92,13,0.9779134208187379
Ganganagar,0.7700149296475104,0,0,1.0
Gaya,0.7648081529184443,0,0,1.0
Ghaziabad,0.7550215127791037,0,0,1.0
Ghazipur,0.7822233271612224,0,0,1.0
Gonda,0.772521200544201,0,0,1.0
Gopalganj,0.7778574868573348,0,0,1.0
Gorakhpur,0.8079879524083173,0,0,1.0
Gwalior,0.758627625688943,0,0,1.0
Hanumangarh,0.7620043421864456,0,0,1.0
Hardoi,0.7824259708794573,0,0,1.0
Haveri,5265.846139537493,190,2,0.9718303968212475
Indore,0.7790244435775764,0,0,1.0
Jabalpur,0.7581677872377339,0,0,1.0
Jaipur,0.8044817309648966,0,0,1.0
Jalaun,0.7618342684664353,0,0,1.0
Jaunpur,0.8087386462618349,0,0,1.0
Jhabua,0.7568363708962458,0,0,1.0
Jhalawar,0.7465784011268818,0,0,1.0
Jhansi,0.7710181701308635,0,0,1.0
Jodhpur,0.8144762998651555,0,0,1.0
Kabeerdham,2730.636294949434,69,11,0.9854054477963089
Kalahandi,0.7694545107234787,0,0,1.0
Kamrup,0.7723729128828066,0,0,1.0
Kancheepuram,13892.270980430936,435,24,0.9259763684843415
Kandhamal,0.7636300405226213,0,0,1.0
Kannauj,0.7526557369438303,0,0,1.0
Kanpur Nagar,0.8114495914981985,0,0,1.0
Karauli,0.7545179499822635,0,0,1.0
Karur,2537.8609715145167,50,9,0.9865033721963716
Kendujhar,0.7751732550846826,0,0,1.0
Khagaria,0.7628523750350544,0,0,1.0
Kheda,0.7562947467290909,0,0,1.0
Khordha,0.7768066316809027,0,0,1.0
Kokrajhar,0.7549630697187188,0,0,1.0
Kolar,4741.723861635307,177,4,0.9749934647357139
Koraput,0.760814765218734,0,0,1.0
Krishnagiri,3816.7263688743164,117,7,0.9796727139645527
Kushinagar,0.7652031969961735,0,0,1.0
Lalitpur,0.754276547544076,0,0,1.0
Madhubani,0.755575269392374,0,0,1.0
Madurai,9943.971772333456,455,19,0.9474146494484237
Mainpuri,0.7631062894478858,0,0,1.0
Mandla,0.7573485168208204,0,0,1.0
Mandsaur,0.7557670043320688,0,0,1.0
Mandya,9373.845755670465,147,4,0.9494876352799707
Mathura,0.7640219809920189,0,0,1.0
Mau,0.7512457757341912,0,0,1.0
